geo_mun_s,cohort,eng_exp,hrs_exp
20217,2002,0,0
20218,1997,0,0
20218,1998,0,0
20218,1999,0,0
20218,2000,0,0
20218,2001,0,0
20218,2002,0,0
20219,1997,0,0
20219,1998,0,0
20219,1999,0,0
20219,2000,0,0
20219,2001,0,0
20219,2002,0,0
20220,1997,0,0
20220,1998,0,0
20220,1999,0,0
20220,2000,0,0
20220,2001,0,0
20220,2002,0,0
20221,1997,0,0
20221,1998,0,0
20221,1999,0,0
20221,2000,0,0
20221,2001,0,0
20221,2002,0,0
20222,1997,0,0
20222,1998,0,0
20222,1999,0,0
20222,2000,0,0
20222,2001,0,0
20222,2002,0,0
20223,1997,0,0
20223,1998,0,0
20223,1999,0,0
20223,2000,0,0
20223,2001,0,0
20223,2002,0,0
20224,1997,0,0
20224,1998,0,0
20224,1999,0,0
20224,2000,0,0
20224,2001,0,0
20224,2002,0,0
20225,1997,,
20225,1998,,
20225,1999,,
20225,2000,,
20225,2001,0,0
20225,2002,0,0
20226,1997,0,0
20226,1998,0,0
20226,1999,0,0
20226,2000,0,0
20226,2001,0,0
20226,2002,0,0
20227,1997,0,0
20227,1998,0,0
20227,1999,0,0
20227,2000,0,0
20227,2001,0,0
20227,2002,0,0
20228,1997,,
20228,1998,,
20228,1999,,
20228,2000,,
20228,2001,0,0
20228,2002,0,0
20229,1997,0,0
20229,1998,0,0
20229,1999,0,0
20229,2000,0,0
20229,2001,0,0
20229,2002,0,0
20231,1997,0,0
20231,1998,0,0
20231,1999,0,0
20231,2000,0,0
20231,2001,0,0
20231,2002,0,0
20232,1997,0,0
20232,1998,0,0
20232,1999,0,0
20232,2000,0,0
20232,2001,0,0
20232,2002,0,0
20233,1997,,
20233,1998,0,0
20233,1999,0,0
20233,2000,0,0
20233,2001,0,0
20233,2002,0,0
20234,1997,0,0
20234,1998,0,0
20234,1999,0,0
20234,2000,0,0
20234,2001,0,0
20234,2002,0,0
20235,1997,0,0
20235,1998,0,0
20235,1999,0,0
20235,2000,0,0
20235,2001,0,0
20235,2002,0,0
20236,1997,0,0
20236,1998,0,0
20236,1999,0,0
20236,2000,0,0
20236,2001,0,0
20236,2002,0,0
20237,1997,0,0
20237,1998,0,0
20237,1999,0,0
20237,2000,0,0
20237,2001,0,0
20237,2002,0,0
20238,1997,,
20238,1998,0,0
20238,1999,0,0
20238,2000,0,0
20238,2001,0,0
20238,2002,0,0
20239,1997,0,0
20239,1998,0,0
20239,1999,0,0
20239,2000,0,0
20239,2001,0,0
20239,2002,0,0
20240,1997,0,0
20240,1998,0,0
20240,1999,0,0
20240,2000,0,0
20240,2001,0,0
20240,2002,0,0
20241,1997,0,0
20241,1998,0,0
20241,1999,0,0
20241,2000,0,0
20241,2001,0,0
20241,2002,0,0
20242,1997,0,0
20242,1998,0,0
20242,1999,0,0
20242,2000,0,0
20242,2001,0,0
20242,2002,0,0
20243,1997,0,0
20243,1998,0,0
20243,1999,0,0
20243,2000,0,0
20243,2001,0,0
20243,2002,0,0
20244,1997,0,0
20244,1998,0,0
20244,1999,0,0
20244,2000,0,0
20244,2001,0,0
20244,2002,0,0
20245,1997,,
20245,1998,0,0
20245,1999,0,0
20245,2000,0,0
20245,2001,0,0
20245,2002,0,0
20246,1997,0,0
20246,1998,0,0
20246,1999,0,0
20246,2000,0,0
20246,2001,0,0
20246,2002,0,0
20247,1997,,
20247,1998,,
20247,1999,,
20247,2000,,
20247,2001,0,0
20247,2002,0,0
20248,1997,0,0
20248,1998,0,0
20248,1999,0,0
20248,2000,0,0
20248,2001,0,0
20248,2002,0,0
20249,1997,0,0
20249,1998,0,0
20249,1999,0,0
20249,2000,0,0
20249,2001,0,0
20249,2002,0,0
20250,1997,0,0
20250,1998,0,0
20250,1999,0,0
20250,2000,0,0
20250,2001,0,0
20250,2002,0,0
20251,1997,0,0
20251,1998,0,0
20251,1999,0,0
20251,2000,0,0
20251,2001,0,0
20251,2002,,
20252,1997,0,0
20252,1998,0,0
20252,1999,0,0
20252,2000,0,0
20252,2001,0,0
20252,2002,0,0
20253,1997,0,0
20253,1998,0,0
20253,1999,0,0
20253,2000,0,0
20253,2001,0,0
20253,2002,0,0
20254,1997,0,0
20254,1998,0,0
20254,1999,0,0
20254,2000,0,0
20254,2001,0,0
20254,2002,0,0
20255,1997,0,0
20255,1998,0,0
20255,1999,0,0
20255,2000,0,0
20255,2001,0,0
20255,2002,0,0
20256,1997,0,0
20256,1998,0,0
20256,1999,0,0
20256,2000,0,0
20256,2001,0,0
20256,2002,0,0
20257,1997,0,0
20257,1998,0,0
20257,1999,0,0
20257,2000,0,0
20257,2001,0,0
20257,2002,0,0
20258,1997,0,0
20258,1998,0,0
20258,1999,0,0
20258,2000,0,0
20258,2001,0,0
20258,2002,0,0
20259,1997,0,0
20259,1998,0,0
20259,1999,0,0
20259,2000,0,0
20259,2001,0,0
20259,2002,0,0
20260,1997,0,0
20260,1998,0,0
20260,1999,0,0
20260,2000,0,0
20260,2001,0,0
20260,2002,0,0
20261,1997,0,0
20261,1998,0,0
20261,1999,0,0
20261,2000,0,0
20261,2001,0,0
20261,2002,0,0
20262,1997,0,0
20262,1998,0,0
20262,1999,0,0
20262,2000,0,0
20262,2001,0,0
20262,2002,0,0
20263,1997,0,0
20263,1998,0,0
20263,1999,0,0
20263,2000,0,0
20263,2001,0,0
20263,2002,0,0
20264,1997,0,0
20264,1998,0,0
20264,1999,0,0
20264,2000,0,0
20264,2001,0,0
20264,2002,0,0
20265,1997,0,0
20265,1998,0,0
20265,1999,0,0
20265,2000,0,0
20265,2001,0,0
20265,2002,0,0
20266,1997,0,0
20266,1998,0,0
20266,1999,0,0
20266,2000,0,0
20266,2001,0,0
20266,2002,0,0
20267,1997,0,0
20267,1998,0,0
20267,1999,0,0
20267,2000,0,0
20267,2001,0,0
20267,2002,0,0
20268,1997,0,0
20268,1998,0,0
20268,1999,0,0
20268,2000,0,0
20268,2001,0,0
20268,2002,0,0
20269,1997,0,0
20269,1998,0,0
20269,1999,0,0
20269,2000,0,0
20269,2001,0,0
20269,2002,0,0
20270,1997,0,0
20270,1998,0,0
20270,1999,0,0
20270,2000,0,0
20270,2001,0,0
20270,2002,0,0
20271,1997,0,0
20271,1998,0,0
20271,1999,0,0
20271,2000,0,0
20271,2001,0,0
20271,2002,0,0
20272,1997,0,0
20272,1998,0,0
20272,1999,0,0
20272,2000,0,0
20272,2001,0,0
20272,2002,0,0
20273,1997,0,0
20273,1998,0,0
20273,1999,0,0
20273,2000,0,0
20273,2001,0,0
20273,2002,0,0
20274,1997,0,0
20274,1998,0,0
20274,1999,0,0
20274,2000,0,0
20274,2001,0,0
20274,2002,0,0
20275,1997,,
20275,1998,0,0
20275,1999,0,0
20275,2000,0,0
20275,2001,0,0
20275,2002,0,0
20276,1997,0,0
20276,1998,0,0
20276,1999,0,0
20276,2000,0,0
20276,2001,0,0
20276,2002,0,0
20277,1997,0,0
20277,1998,0,0
20277,1999,0,0
20277,2000,0,0
20277,2001,0,0
20277,2002,0,0
20278,1997,0,0
20278,1998,0,0
20278,1999,0,0
20278,2000,0,0
20278,2001,0,0
20278,2002,0,0
20279,1997,0,0
20279,1998,0,0
20279,1999,0,0
20279,2000,0,0
20279,2001,0,0
20279,2002,0,0
20280,1997,0,0
20280,1998,0,0
20280,1999,0,0
20280,2000,0,0
20280,2001,0,0
20280,2002,0,0
20281,1997,0,0
20281,1998,0,0
20281,1999,0,0
20281,2000,0,0
20281,2001,0,0
20281,2002,0,0
20282,1997,0,0
20282,1998,0,0
20282,1999,0,0
20282,2000,0,0
20282,2001,0,0
20282,2002,0,0
20283,1997,0,0
20283,1998,0,0
20283,1999,0,0
20283,2000,0,0
20283,2001,0,0
20283,2002,0,0
20284,1997,0,0
20284,1998,0,0
20284,1999,0,0
20284,2000,0,0
20284,2001,0,0
20284,2002,0,0
20285,1997,0,0
20285,1998,0,0
20285,1999,0,0
20285,2000,0,0
20285,2001,,
20285,2002,,
20286,1997,0,0
20286,1998,0,0
20286,1999,0,0
20286,2000,0,0
20286,2001,,
20286,2002,,
20287,1997,0,0
20287,1998,0,0
20287,1999,0,0
20287,2000,0,0
20287,2001,0,0
20287,2002,0,0
20288,1997,,
20288,1998,,
20288,1999,0,0
20288,2000,0,0
20288,2001,0,0
20288,2002,0,0
20289,1997,0,0
20289,1998,0,0
20289,1999,0,0
20289,2000,0,0
20289,2001,0,0
20289,2002,0,0
20290,1997,0,0
20290,1998,0,0
20290,1999,0,0
20290,2000,0,0
20290,2001,0,0
20290,2002,0,0
20291,1997,0,0
20291,1998,0,0
20291,1999,0,0
20291,2000,0,0
20291,2001,0,0
20291,2002,0,0
20292,1997,0,0
20292,1998,0,0
20292,1999,0,0
20292,2000,0,0
20292,2001,0,0
20292,2002,0,0
20293,1997,0,0
20293,1998,0,0
20293,1999,0,0
20293,2000,0,0
20293,2001,0,0
20293,2002,0,0
20294,1997,0,0
20294,1998,0,0
20294,1999,0,0
20294,2000,0,0
20294,2001,0,0
20294,2002,0,0
20295,1997,0,0
20295,1998,0,0
20295,1999,0,0
20295,2000,0,0
20295,2001,0,0
20295,2002,0,0
20296,1997,0,0
20296,1998,0,0
20296,1999,0,0
20296,2000,0,0
20296,2001,0,0
20296,2002,0,0
20297,1997,0,0
20297,1998,0,0
20297,1999,0,0
20297,2000,0,0
20297,2001,0,0
20297,2002,0,0
20298,1997,0,0
20298,1998,0,0
20298,1999,0,0
20298,2000,0,0
20298,2001,0,0
20298,2002,0,0
20299,1997,,
20299,1998,0,0
20299,1999,0,0
20299,2000,0,0
20299,2001,0,0
20299,2002,0,0
20300,1997,0,0
20300,1998,0,0
20300,1999,0,0
20300,2000,0,0
20300,2001,0,0
20300,2002,0,0
20301,1997,0,0
20301,1998,0,0
20301,1999,0,0
20301,2000,0,0
20301,2001,0,0
20301,2002,0,0
20302,1997,0,0
20302,1998,0,0
20302,1999,0,0
20302,2000,0,0
20302,2001,0,0
20302,2002,0,0
20303,1997,0,0
20303,1998,0,0
20303,1999,0,0
20303,2000,0,0
20303,2001,0,0
20303,2002,0,0
20304,1997,0,0
20304,1998,0,0
20304,1999,0,0
20304,2000,0,0
20304,2001,0,0
20304,2002,0,0
20305,1997,,
20305,1998,0,0
20305,1999,0,0
20305,2000,0,0
20305,2001,0,0
20305,2002,0,0
20306,1997,0,0
20306,1998,0,0
20306,1999,0,0
20306,2000,0,0
20306,2001,0,0
20306,2002,0,0
20307,1997,0,0
20307,1998,0,0
20307,1999,0,0
20307,2000,0,0
20307,2001,0,0
20307,2002,,
20308,1997,0,0
20308,1998,0,0
20308,1999,0,0
20308,2000,0,0
20308,2001,0,0
20308,2002,0,0
20309,1997,,
20309,1998,0,0
20309,1999,0,0
20309,2000,0,0
20309,2001,0,0
20309,2002,0,0
20310,1997,0,0
20310,1998,0,0
20310,1999,0,0
20310,2000,0,0
20310,2001,0,0
20310,2002,0,0
20311,1997,0,0
20311,1998,0,0
20311,1999,0,0
20311,2000,0,0
20311,2001,0,0
20311,2002,0,0
20312,1997,0,0
20312,1998,0,0
20312,1999,0,0
20312,2000,0,0
20312,2001,,
20312,2002,0,0
20313,1997,0,0
20313,1998,0,0
20313,1999,0,0
20313,2000,0,0
20313,2001,0,0
20313,2002,0,0
20314,1997,0,0
20314,1998,0,0
20314,1999,0,0
20314,2000,0,0
20314,2001,0,0
20314,2002,0,0
20315,1997,0,0
20315,1998,0,0
20315,1999,0,0
20315,2000,0,0
20315,2001,0,0
20315,2002,0,0
20316,1997,0,0
20316,1998,0,0
20316,1999,0,0
20316,2000,0,0
20316,2001,0,0
20316,2002,0,0
20317,1997,0,0
20317,1998,0,0
20317,1999,0,0
20317,2000,0,0
20317,2001,0,0
20317,2002,0,0
20318,1997,0,0
20318,1998,0,0
20318,1999,0,0
20318,2000,0,0
20318,2001,0,0
20318,2002,0,0
20319,1997,0,0
20319,1998,0,0
20319,1999,0,0
20319,2000,0,0
20319,2001,0,0
20319,2002,,
20320,1997,0,0
20320,1998,0,0
20320,1999,0,0
20320,2000,0,0
20320,2001,0,0
20320,2002,0,0
20321,1997,0,0
20321,1998,0,0
20321,1999,0,0
20321,2000,0,0
20321,2001,,
20321,2002,,
20322,1997,0,0
20322,1998,0,0
20322,1999,0,0
20322,2000,0,0
20322,2001,,
20322,2002,,
21001,1997,.024845187,.040085584
21001,1998,.024572069,.041940544
21001,1999,.023931159,.042099446
21001,2000,.022879878,.040957361
21001,2001,.021640876,.040463947
21001,2002,.03569679,.078492537
21002,1997,0,0
21002,1998,0,0
21002,1999,0,0
21002,2000,0,0
21002,2001,0,0
21002,2002,0,0
21003,1997,0,0
21003,1998,0,0
21003,1999,0,0
21003,2000,.0049147527,.012286883
21003,2001,.035110522,.042482652
21003,2002,.035110522,.042482652
21004,1997,.1056162,.13865121
21004,1998,.10034832,.13595222
21004,1999,.10299012,.13910928
21004,2000,.10540384,.1393315
21004,2001,.105558,.12603202
21004,2002,.10192472,.11299363
21005,1997,0,0
21005,1998,0,0
21005,1999,0,0
21005,2000,0,0
21005,2001,0,0
21005,2002,0,0
21006,1997,0,0
21006,1998,0,0
21006,1999,0,0
21006,2000,0,0
21006,2001,0,0
21006,2002,.01517805,.037101898
21007,1997,0,0
21007,1998,0,0
21007,1999,0,0
21007,2000,0,0
21007,2001,0,0
21007,2002,0,0
21008,1997,.0096767945,.010407738
21008,1998,.011370614,.012741427
21008,1999,.0090964912,.010193141
21008,2000,.0075804098,.0084942849
21008,2001,.0061332318,.0077706957
21008,2002,.0046604774,.0048251874
21009,1997,0,0
21009,1998,0,0
21009,1999,0,0
21009,2000,0,0
21009,2001,0,0
21009,2002,0,0
21010,1997,.021921426,.034868915
21010,1998,.022303335,.0378193
21010,1999,.022006506,.038877301
21010,2000,.02132131,.040845197
21010,2001,.021554682,.044479307
21010,2002,.021947499,.048398979
21012,1997,0,0
21012,1998,0,0
21012,1999,0,0
21012,2000,0,0
21012,2001,0,0
21012,2002,0,0
21013,1997,0,0
21013,1998,0,0
21013,1999,0,0
21013,2000,0,0
21013,2001,0,0
21013,2002,0,0
21014,1997,0,0
21014,1998,0,0
21014,1999,0,0
21014,2000,0,0
21014,2001,0,0
21014,2002,0,0
21015,1997,.058573194,.17933372
21015,1998,.081804357,.17578588
21015,1999,.090413816,.18292108
21015,2000,.095744051,.20379536
21015,2001,.10637543,.21332252
21015,2002,.10607386,.21434306
21016,1997,0,0
21016,1998,0,0
21016,1999,0,0
21016,2000,0,0
21016,2001,0,0
21016,2002,0,0
21017,1997,0,0
21017,1998,0,0
21017,1999,0,0
21017,2000,0,0
21017,2001,0,0
21017,2002,0,0
21018,1997,0,0
21018,1998,0,0
21018,1999,0,0
21018,2000,0,0
21018,2001,0,0
21018,2002,0,0
21019,1997,.020323742,.048459388
21019,1998,.020801727,.052331019
21019,1999,.025357634,.07029824
21019,2000,.036161572,.086558104
21019,2001,.03803435,.096963331
21019,2002,.045057576,.11303899
21020,1997,0,0
21020,1998,0,0
21020,1999,0,0
21020,2000,0,0
21020,2001,0,0
21020,2002,0,0
21021,1997,0,0
21021,1998,0,0
21021,1999,0,0
21021,2000,0,0
21021,2001,0,0
21021,2002,0,0
21022,1997,0,0
21022,1998,0,0
21022,1999,0,0
21022,2000,0,0
21022,2001,0,0
21022,2002,0,0
21023,1997,0,0
21023,1998,0,0
21023,1999,0,0
21023,2000,0,0
21023,2001,0,0
21023,2002,0,0
21024,1997,0,0
21024,1998,0,0
21024,1999,0,0
21024,2000,.11111111,.27777776
21024,2001,.11111111,.27777776
21024,2002,.23273273,.58183181
21025,1997,0,0
21025,1998,0,0
21025,1999,0,0
21025,2000,0,0
21025,2001,0,0
21025,2002,0,0
21026,1997,.12739936,.12739936
21026,1998,.12794241,.1603353
21026,1999,.12715435,.1778691
21026,2000,.12828417,.19286868
21026,2001,.12963814,.17907931
21026,2002,.12962797,.20066233
21027,1997,0,0
21027,1998,0,0
21027,1999,0,0
21027,2000,0,0
21027,2001,0,0
21027,2002,0,0
21028,1997,0,0
21028,1998,0,0
21028,1999,0,0
21028,2000,0,0
21028,2001,0,0
21028,2002,0,0
21029,1997,0,0
21029,1998,0,0
21029,1999,0,0
21029,2000,0,0
21029,2001,0,0
21029,2002,0,0
21030,1997,0,0
21030,1998,0,0
21030,1999,0,0
21030,2000,0,0
21030,2001,0,0
21030,2002,0,0
21031,1997,0,0
21031,1998,0,0
21031,1999,0,0
21031,2000,0,0
21031,2001,0,0
21031,2002,0,0
21032,1997,0,0
21032,1998,0,0
21032,1999,0,0
21032,2000,0,0
21032,2001,0,0
21032,2002,0,0
21033,1997,0,0
21033,1998,0,0
21033,1999,0,0
21033,2000,0,0
21033,2001,0,0
21033,2002,0,0
21034,1997,.011878893,.023757786
21034,1998,.01854329,.046720698
21034,1999,.022969773,.06178198
21034,2000,.024521412,.062244855
21034,2001,.029380392,.071962811
21034,2002,.034018472,.08123897
21035,1997,0,0
21035,1998,0,0
21035,1999,0,0
21035,2000,0,0
21035,2001,0,0
21035,2002,0,0
21036,1997,0,0
21036,1998,0,0
21036,1999,0,0
21036,2000,0,0
21036,2001,0,0
21036,2002,0,0
21037,1997,0,0
21037,1998,0,0
21037,1999,0,0
21037,2000,0,0
21037,2001,0,0
21037,2002,0,0
21038,1997,0,0
21038,1998,0,0
21038,1999,0,0
21038,2000,0,0
21038,2001,0,0
21038,2002,0,0
21039,1997,0,0
21039,1998,0,0
21039,1999,0,0
21039,2000,0,0
21039,2001,0,0
21039,2002,0,0
21040,1997,0,0
21040,1998,0,0
21040,1999,0,0
21040,2000,.04472727,.093181819
21040,2001,.04472727,.093181819
21040,2002,.04472727,.093181819
21041,1997,.1870238,.53100622
21041,1998,.18566731,.55429506
21041,1999,.18061844,.52134508
21041,2000,.18221293,.50809973
21041,2001,.18191196,.53706378
21041,2002,.18042684,.52756107
21042,1997,0,0
21042,1998,0,0
21042,1999,0,0
21042,2000,0,0
21042,2001,0,0
21042,2002,0,0
21043,1997,0,0
21043,1998,0,0
21043,1999,0,0
21043,2000,0,0
21043,2001,0,0
21043,2002,0,0
21044,1997,0,0
21044,1998,0,0
21044,1999,0,0
21044,2000,0,0
21044,2001,0,0
21044,2002,0,0
21045,1997,.036838409,.14205091
21045,1998,.03562241,.13451579
21045,1999,.028497929,.10761263
21045,2000,.067490675,.15848333
21045,2001,.067692399,.15929022
21045,2002,.068532668,.15499161
21046,1997,0,0
21046,1998,0,0
21046,1999,0,0
21046,2000,0,0
21046,2001,0,0
21046,2002,0,0
21047,1997,0,0
21047,1998,0,0
21047,1999,0,0
21047,2000,0,0
21047,2001,0,0
21047,2002,0,0
21048,1997,0,0
21048,1998,0,0
21048,1999,0,0
21048,2000,0,0
21048,2001,0,0
21048,2002,0,0
21049,1997,0,0
21049,1998,0,0
21049,1999,0,0
21049,2000,0,0
21049,2001,0,0
21049,2002,0,0
21050,1997,0,0
21050,1998,0,0
21050,1999,0,0
21050,2000,0,0
21050,2001,0,0
21050,2002,0,0
21051,1997,0,0
21051,1998,0,0
21051,1999,0,0
21051,2000,.0083018867,.020754717
21051,2001,.0083018867,.020754717
21051,2002,.0083018867,.020754717
21052,1997,0,0
21052,1998,0,0
21052,1999,0,0
21052,2000,0,0
21052,2001,0,0
21052,2002,0,0
21053,1997,.0064055729,.035388503
21053,1998,.0073066214,.039053585
21053,1999,.0078140842,.041086804
21053,2000,.0079891039,.040394701
21053,2001,.014367362,.052972943
21053,2002,.019390479,.056837764
21054,1997,0,0
21054,1998,0,0
21054,1999,0,0
21054,2000,0,0
21054,2001,0,0
21054,2002,0,0
21055,1997,0,0
21055,1998,0,0
21055,1999,0,0
21055,2000,0,0
21055,2001,0,0
21055,2002,0,0
21056,1997,0,0
21056,1998,0,0
21056,1999,0,0
21056,2000,0,0
21056,2001,0,0
21056,2002,0,0
21057,1997,0,0
21057,1998,0,0
21057,1999,0,0
21057,2000,0,0
21057,2001,0,0
21057,2002,0,0
21058,1997,0,0
21058,1998,0,0
21058,1999,0,0
21058,2000,0,0
21058,2001,0,0
21058,2002,0,0
21059,1997,0,0
21059,1998,0,0
21059,1999,0,0
21059,2000,0,0
21059,2001,0,0
21059,2002,0,0
21060,1997,0,0
21060,1998,0,0
21060,1999,0,0
21060,2000,0,0
21060,2001,0,0
21060,2002,0,0
21061,1997,0,0
21061,1998,0,0
21061,1999,0,0
21061,2000,0,0
21061,2001,0,0
21061,2002,0,0
21062,1997,0,0
21062,1998,0,0
21062,1999,0,0
21062,2000,0,0
21062,2001,0,0
21062,2002,0,0
21063,1997,0,0
21063,1998,0,0
21063,1999,0,0
21063,2000,0,0
21063,2001,0,0
21063,2002,0,0
21064,1997,0,0
21064,1998,0,0
21064,1999,0,0
21064,2000,0,0
21064,2001,0,0
21064,2002,0,0
21065,1997,0,0
21065,1998,0,0
21065,1999,0,0
21065,2000,0,0
21065,2001,0,0
21065,2002,0,0
21066,1997,0,0
21066,1998,0,0
21066,1999,0,0
21066,2000,0,0
21066,2001,0,0
21066,2002,0,0
21067,1997,0,0
21067,1998,0,0
21067,1999,0,0
21067,2000,0,0
21067,2001,0,0
21067,2002,0,0
21068,1997,0,0
21068,1998,0,0
21068,1999,0,0
21068,2000,0,0
21068,2001,0,0
21068,2002,0,0
21069,1997,0,0
21069,1998,0,0
21069,1999,0,0
21069,2000,0,0
21069,2001,0,0
21069,2002,0,0
21070,1997,0,0
21070,1998,0,0
21070,1999,0,0
21070,2000,0,0
21070,2001,0,0
21070,2002,0,0
21071,1997,.088566825,.16649397
21071,1998,.08976385,.16802283
21071,1999,.087559111,.16591433
21071,2000,.086526357,.16302326
21071,2001,.084804699,.15730771
21071,2002,.085424155,.16040425
21072,1997,0,0
21072,1998,0,0
21072,1999,0,0
21072,2000,0,0
21072,2001,0,0
21072,2002,0,0
21073,1997,0,0
21073,1998,0,0
21073,1999,0,0
21073,2000,0,0
21073,2001,0,0
21073,2002,0,0
21074,1997,.027468503,.047503367
21074,1998,.02781501,.04902038
21074,1999,.028335825,.050158422
21074,2000,.028772475,.050331354
21074,2001,.025497761,.044605333
21074,2002,.032169409,.058565982
21075,1997,0,0
21075,1998,0,0
21075,1999,0,0
21075,2000,0,0
21075,2001,0,0
21075,2002,0,0
21076,1997,0,0
21076,1998,0,0
21076,1999,0,0
21076,2000,0,0
21076,2001,0,0
21076,2002,0,0
21077,1997,0,0
21077,1998,0,0
21077,1999,0,0
21077,2000,0,0
21077,2001,0,0
21077,2002,0,0
21078,1997,0,0
21078,1998,0,0
21078,1999,0,0
21078,2000,0,0
21078,2001,0,0
21078,2002,0,0
21079,1997,0,0
21079,1998,0,0
21079,1999,0,0
21079,2000,0,0
21079,2001,0,0
21079,2002,0,0
21080,1997,0,0
21080,1998,0,0
21080,1999,0,0
21080,2000,0,0
21080,2001,0,0
21080,2002,0,0
21081,1997,0,0
21081,1998,0,0
21081,1999,0,0
21081,2000,0,0
21081,2001,0,0
21081,2002,0,0
21082,1997,0,0
21082,1998,0,0
21082,1999,0,0
21082,2000,0,0
21082,2001,0,0
21082,2002,0,0
21083,1997,0,0
21083,1998,0,0
21083,1999,0,0
21083,2000,0,0
21083,2001,0,0
21083,2002,0,0
21084,1997,0,0
21084,1998,0,0
21084,1999,0,0
21084,2000,0,0
21084,2001,0,0
21084,2002,0,0
21085,1997,.016195577,.062023744
21085,1998,.018213252,.064676523
21085,1999,.019499138,.062468998
21085,2000,.030531874,.096466444
21085,2001,.045697026,.12835844
21085,2002,.042583119,.11845262
21086,1997,0,0
21086,1998,0,0
21086,1999,0,0
21086,2000,0,0
21086,2001,0,0
21086,2002,0,0
21087,1997,0,0
21087,1998,0,0
21087,1999,0,0
21087,2000,0,0
21087,2001,0,0
21087,2002,0,0
21088,1997,0,0
21088,1998,0,0
21088,1999,0,0
21088,2000,0,0
21088,2001,0,0
21088,2002,0,0
21089,1997,0,0
21089,1998,0,0
21089,1999,0,0
21089,2000,0,0
21089,2001,0,0
21089,2002,0,0
21090,1997,0,0
21090,1998,0,0
21090,1999,0,0
21090,2000,0,0
21090,2001,0,0
21090,2002,0,0
21091,1997,0,0
21091,1998,0,0
21091,1999,0,0
21091,2000,0,0
21091,2001,0,0
21091,2002,0,0
21092,1997,0,0
21092,1998,0,0
21092,1999,0,0
21092,2000,0,0
21092,2001,0,0
21092,2002,0,0
21093,1997,0,0
21093,1998,0,0
21093,1999,0,0
21093,2000,0,0
21093,2001,0,0
21093,2002,0,0
21094,1997,.074837953,.14967591
21094,1998,.073904403,.14780881
21094,1999,.071805269,.14361054
21094,2000,.069737077,.13947415
21094,2001,.067191213,.13438243
21094,2002,.062373996,.12474799
21095,1997,0,0
21095,1998,0,0
21095,1999,0,0
21095,2000,0,0
21095,2001,0,0
21095,2002,0,0
21096,1997,0,0
21096,1998,0,0
21096,1999,0,0
21096,2000,0,0
21096,2001,0,0
21096,2002,0,0
21097,1997,0,0
21097,1998,0,0
21097,1999,0,0
21097,2000,0,0
21097,2001,0,0
21097,2002,0,0
21098,1997,0,0
21098,1998,0,0
21098,1999,0,0
21098,2000,0,0
21098,2001,0,0
21098,2002,0,0
21099,1997,0,0
21099,1998,0,0
21099,1999,0,0
21099,2000,0,0
21099,2001,0,0
21099,2002,0,0
21100,1997,0,0
21100,1998,0,0
21100,1999,0,0
21100,2000,0,0
21100,2001,0,0
21100,2002,0,0
21101,1997,0,0
21101,1998,0,0
21101,1999,0,0
21101,2000,0,0
21101,2001,0,0
21101,2002,0,0
21102,1997,0,0
21102,1998,0,0
21102,1999,0,0
21102,2000,0,0
21102,2001,0,0
21102,2002,0,0
21103,1997,0,0
21103,1998,0,0
21103,1999,0,0
21103,2000,0,0
21103,2001,0,0
21103,2002,0,0
21104,1997,0,0
21104,1998,0,0
21104,1999,0,0
21104,2000,0,0
21104,2001,0,0
21104,2002,0,0
21105,1997,0,0
21105,1998,0,0
21105,1999,0,0
21105,2000,0,0
21105,2001,0,0
21105,2002,0,0
21106,1997,0,0
21106,1998,0,0
21106,1999,.0062442608,.0052035507
21106,2000,.010764255,.013604132
21106,2001,.010764255,.013604132
21106,2002,.014367859,.014204733
21107,1997,0,0
21107,1998,0,0
21107,1999,0,0
21107,2000,0,0
21107,2001,0,0
21107,2002,0,0
21108,1997,0,0
21108,1998,0,0
21108,1999,0,0
21108,2000,0,0
21108,2001,0,0
21108,2002,0,0
21109,1997,0,0
21109,1998,0,0
21109,1999,0,0
21109,2000,0,0
21109,2001,0,0
21109,2002,0,0
21110,1997,0,0
21110,1998,0,0
21110,1999,.023786122,.071358368
21110,2000,.019821769,.059465304
21110,2001,.019821769,.059465304
21110,2002,.019821769,.059465304
21111,1997,0,0
21111,1998,0,0
21111,1999,0,0
21111,2000,0,0
21111,2001,0,0
21111,2002,.030581949,.050969914
21112,1997,0,0
21112,1998,0,0
21112,1999,0,0
21112,2000,0,0
21112,2001,0,0
21112,2002,0,0
21113,1997,0,0
21113,1998,0,0
21113,1999,0,0
21113,2000,0,0
21113,2001,0,0
21113,2002,0,0
21114,1997,.16895318,.43260241
21114,1998,.16811246,.46558857
21114,1999,.16728312,.45735079
21114,2000,.18165191,.48664519
21114,2001,.18465227,.498896
21114,2002,.18804555,.50838703
21115,1997,.03539547,.03539547
21115,1998,.035425901,.044305198
21115,1999,.035241503,.049245723
21115,2000,.033880554,.055140089
21115,2001,.032233927,.057210423
21115,2002,.026438534,.05141503
21116,1997,0,0
21116,1998,0,0
21116,1999,0,0
21116,2000,0,0
21116,2001,0,0
21116,2002,0,0
21117,1997,0,0
21117,1998,0,0
21117,1999,0,0
21117,2000,0,0
21117,2001,0,0
21117,2002,0,0
21118,1997,0,0
21118,1998,0,0
21118,1999,0,0
21118,2000,0,0
21118,2001,0,0
21118,2002,0,0
